rt,key_press,correct,coherent_movement_direction,coherent_orientation,task_type,task_transition,congruency,id,run
1059,f,TRUE,180,180,or,switch,congruent,3,2
823,j,TRUE,0,0,or,repetition,congruent,3,2
363,f,TRUE,180,180,mov,switch,congruent,3,2
469,f,TRUE,180,180,mov,repetition,congruent,3,2
801,f,TRUE,0,180,or,switch,incongruent,3,2
823,j,TRUE,0,180,mov,switch,incongruent,3,2
464,f,TRUE,180,180,mov,repetition,congruent,3,2
491,j,TRUE,0,180,mov,repetition,incongruent,3,2
740,f,TRUE,180,180,or,switch,congruent,3,2
1573,j,TRUE,0,0,or,repetition,congruent,3,2
827,j,TRUE,180,0,or,repetition,incongruent,3,2
434,j,TRUE,0,180,mov,switch,incongruent,3,2
402,f,TRUE,180,180,mov,repetition,congruent,3,2
476,f,TRUE,180,0,mov,repetition,incongruent,3,2
771,f,TRUE,180,180,or,switch,congruent,3,2
737,j,TRUE,180,0,or,repetition,incongruent,3,2
722,f,TRUE,0,180,or,repetition,incongruent,3,2
490,j,TRUE,0,0,mov,switch,congruent,3,2
475,f,TRUE,180,0,mov,repetition,incongruent,3,2
479,j,TRUE,0,0,mov,repetition,congruent,3,2
378,f,TRUE,180,180,mov,repetition,congruent,3,2
687,f,TRUE,180,180,mov,repetition,congruent,3,2
816,j,TRUE,0,0,or,switch,congruent,3,2
517,f,TRUE,180,180,mov,switch,congruent,3,2
834,f,FALSE,180,0,or,switch,incongruent,3,2
1339,f,TRUE,180,0,mov,switch,incongruent,3,2
865,f,TRUE,0,180,or,switch,incongruent,3,2
767,f,TRUE,0,180,or,repetition,incongruent,3,2
1040,j,TRUE,0,0,or,repetition,congruent,3,2
475,f,TRUE,180,0,mov,switch,incongruent,3,2
1446,f,TRUE,0,180,or,switch,incongruent,3,2
608,f,TRUE,0,180,or,repetition,incongruent,3,2
505,j,TRUE,0,0,mov,switch,congruent,3,2
625,j,TRUE,180,0,or,switch,incongruent,3,2
625,j,TRUE,180,0,or,repetition,incongruent,3,2
532,j,TRUE,0,0,mov,switch,congruent,3,2
753,j,TRUE,180,0,or,switch,incongruent,3,2
571,f,TRUE,180,0,mov,switch,incongruent,3,2
688,j,TRUE,0,180,mov,repetition,incongruent,3,2
725,j,TRUE,0,0,or,switch,congruent,3,2
571,f,TRUE,180,180,or,repetition,congruent,3,2
486,f,TRUE,180,180,mov,switch,congruent,3,2
790,j,TRUE,180,0,or,switch,incongruent,3,2
540,j,TRUE,0,0,mov,switch,congruent,3,2
543,j,TRUE,0,0,mov,repetition,congruent,3,2
534,j,TRUE,0,180,mov,repetition,incongruent,3,2
453,j,TRUE,0,180,mov,repetition,incongruent,3,2
552,j,TRUE,0,180,mov,repetition,incongruent,3,2
729,j,TRUE,180,0,or,switch,incongruent,3,2
772,j,TRUE,0,0,or,repetition,congruent,3,2
638,j,TRUE,180,0,or,repetition,incongruent,3,2
468,f,TRUE,180,0,mov,switch,incongruent,3,2
548,j,TRUE,0,0,or,switch,congruent,3,2
839,j,TRUE,0,180,mov,switch,incongruent,3,2
1065,j,TRUE,180,0,or,switch,incongruent,3,2
697,j,TRUE,0,0,or,repetition,congruent,3,2
1024,f,TRUE,0,180,or,repetition,incongruent,3,2
830,j,TRUE,0,0,or,repetition,congruent,3,2
937,f,TRUE,180,180,or,repetition,congruent,3,2
1543,j,TRUE,0,180,mov,switch,incongruent,3,2
568,f,TRUE,180,180,mov,repetition,congruent,3,2
713,j,TRUE,0,180,mov,repetition,incongruent,3,2
553,f,TRUE,180,0,mov,repetition,incongruent,3,2
1732,f,TRUE,180,180,or,switch,congruent,3,2
1087,f,TRUE,180,0,mov,switch,incongruent,3,2
556,j,TRUE,0,0,mov,repetition,congruent,3,2
690,j,TRUE,0,0,mov,repetition,congruent,3,2
478,f,TRUE,180,180,mov,repetition,congruent,3,2
967,j,TRUE,180,0,or,switch,incongruent,3,2
792,f,TRUE,180,180,or,repetition,congruent,3,2
731,f,TRUE,180,180,mov,switch,congruent,3,2
761,j,TRUE,0,0,or,switch,congruent,3,2
818,f,TRUE,180,180,or,repetition,congruent,3,2
920,f,TRUE,0,180,or,repetition,incongruent,3,2
810,f,TRUE,0,180,or,repetition,incongruent,3,2
785,f,TRUE,0,180,or,repetition,incongruent,3,2
566,j,TRUE,0,0,mov,switch,congruent,3,2
968,j,TRUE,0,0,or,switch,congruent,3,2
775,f,TRUE,180,180,or,repetition,congruent,3,2
628,j,TRUE,0,0,mov,switch,congruent,3,2
757,f,TRUE,180,180,or,switch,congruent,3,2
612,f,TRUE,180,0,mov,switch,incongruent,3,2
718,f,TRUE,180,0,mov,repetition,incongruent,3,2
972,f,TRUE,0,180,or,switch,incongruent,3,2
1340,j,TRUE,0,0,or,repetition,congruent,3,2
487,j,TRUE,0,0,mov,switch,congruent,3,2
490,j,TRUE,0,180,mov,repetition,incongruent,3,2
1064,f,TRUE,180,180,or,switch,congruent,3,2
531,f,TRUE,180,0,mov,switch,incongruent,3,2
448,f,TRUE,180,180,mov,repetition,congruent,3,2
590,j,TRUE,0,0,mov,repetition,congruent,3,2
1078,f,TRUE,0,180,or,switch,incongruent,3,2
889,f,TRUE,180,180,or,repetition,congruent,3,2
533,j,TRUE,0,180,mov,switch,incongruent,3,2
440,f,TRUE,180,180,mov,null,congruent,3,3
770,f,TRUE,0,180,or,switch,incongruent,3,3
768,f,TRUE,180,180,or,repetition,congruent,3,3
658,j,TRUE,180,0,or,repetition,incongruent,3,3
653,f,TRUE,180,180,or,repetition,congruent,3,3
773,j,TRUE,180,0,or,repetition,incongruent,3,3
1959,f,TRUE,0,180,or,repetition,incongruent,3,3
1128,j,TRUE,0,0,mov,switch,congruent,3,3
491,j,TRUE,0,180,mov,repetition,incongruent,3,3
463,f,TRUE,180,180,mov,repetition,congruent,3,3
750,j,TRUE,180,0,or,switch,incongruent,3,3
427,j,TRUE,0,180,mov,switch,incongruent,3,3
959,j,TRUE,0,0,or,switch,congruent,3,3
485,j,TRUE,0,180,mov,switch,incongruent,3,3
494,j,TRUE,0,0,mov,repetition,congruent,3,3
843,j,TRUE,0,0,or,switch,congruent,3,3
571,j,TRUE,0,0,mov,switch,congruent,3,3
528,j,TRUE,0,0,mov,repetition,congruent,3,3
991,f,TRUE,0,180,or,switch,incongruent,3,3
1201,j,TRUE,0,0,or,repetition,congruent,3,3
1169,f,TRUE,0,180,or,repetition,incongruent,3,3
1029,f,TRUE,180,180,mov,switch,congruent,3,3
837,j,TRUE,0,0,or,switch,congruent,3,3
824,j,TRUE,0,0,or,repetition,congruent,3,3
759,j,TRUE,180,0,or,repetition,incongruent,3,3
1036,f,TRUE,180,180,or,repetition,congruent,3,3
718,j,TRUE,0,0,or,repetition,congruent,3,3
593,f,TRUE,180,0,mov,switch,incongruent,3,3
575,j,TRUE,0,180,mov,repetition,incongruent,3,3
507,f,TRUE,180,0,mov,repetition,incongruent,3,3
667,f,TRUE,0,180,or,switch,incongruent,3,3
527,f,TRUE,180,0,mov,switch,incongruent,3,3
560,f,TRUE,180,180,mov,repetition,congruent,3,3
640,j,TRUE,180,0,or,switch,incongruent,3,3
739,j,TRUE,180,0,or,repetition,incongruent,3,3
527,f,TRUE,180,180,mov,switch,congruent,3,3
711,f,TRUE,180,180,or,switch,congruent,3,3
784,j,TRUE,0,0,or,repetition,congruent,3,3
536,j,TRUE,180,0,or,repetition,incongruent,3,3
592,j,TRUE,0,0,or,repetition,congruent,3,3
458,f,TRUE,180,180,mov,switch,congruent,3,3
724,f,TRUE,180,180,or,switch,congruent,3,3
553,j,TRUE,0,0,mov,switch,congruent,3,3
918,j,TRUE,0,0,or,switch,congruent,3,3
432,f,TRUE,180,180,mov,switch,congruent,3,3
645,f,TRUE,0,180,or,switch,incongruent,3,3
554,f,TRUE,180,0,mov,switch,incongruent,3,3
535,j,TRUE,0,0,mov,repetition,congruent,3,3
452,f,TRUE,180,180,mov,repetition,congruent,3,3
537,f,TRUE,180,180,mov,repetition,congruent,3,3
504,f,TRUE,180,180,mov,repetition,congruent,3,3
431,f,TRUE,180,0,mov,repetition,incongruent,3,3
1178,f,TRUE,0,180,or,switch,incongruent,3,3
542,f,TRUE,180,0,mov,switch,incongruent,3,3
571,f,TRUE,0,180,or,switch,incongruent,3,3
723,j,TRUE,180,0,or,repetition,incongruent,3,3
560,f,TRUE,180,0,mov,switch,incongruent,3,3
551,f,TRUE,180,180,mov,repetition,congruent,3,3
649,f,TRUE,0,180,or,switch,incongruent,3,3
1066,f,TRUE,180,0,mov,switch,incongruent,3,3
499,j,TRUE,0,180,mov,repetition,incongruent,3,3
605,j,TRUE,0,0,mov,repetition,congruent,3,3
529,j,TRUE,0,0,mov,repetition,congruent,3,3
531,j,TRUE,0,0,mov,repetition,congruent,3,3
560,f,TRUE,180,0,mov,repetition,incongruent,3,3
1138,f,TRUE,180,180,or,switch,congruent,3,3
679,j,TRUE,0,180,mov,switch,incongruent,3,3
1055,j,TRUE,180,0,or,switch,incongruent,3,3
694,j,TRUE,0,0,mov,switch,congruent,3,3
1015,j,TRUE,0,0,or,switch,congruent,3,3
888,j,TRUE,0,180,mov,switch,incongruent,3,3
630,j,TRUE,0,0,mov,repetition,congruent,3,3
782,j,TRUE,180,0,or,switch,incongruent,3,3
768,j,TRUE,180,0,or,repetition,incongruent,3,3
472,j,TRUE,0,180,mov,switch,incongruent,3,3
557,j,TRUE,0,0,mov,repetition,congruent,3,3
475,f,TRUE,180,180,mov,repetition,congruent,3,3
623,f,TRUE,180,180,or,switch,congruent,3,3
475,j,TRUE,0,180,mov,switch,incongruent,3,3
616,f,TRUE,180,180,or,switch,congruent,3,3
1065,j,FALSE,180,180,or,repetition,congruent,3,3
889,f,TRUE,0,180,or,repetition,incongruent,3,3
891,f,TRUE,0,180,or,repetition,incongruent,3,3
1661,j,TRUE,0,0,or,repetition,congruent,3,3
1003,f,TRUE,180,180,or,repetition,congruent,3,3
491,f,TRUE,180,0,mov,switch,incongruent,3,3
1025,f,TRUE,180,180,or,switch,congruent,3,3
933,j,TRUE,180,0,or,repetition,incongruent,3,3
481,j,TRUE,0,180,mov,switch,incongruent,3,3
483,f,TRUE,180,0,mov,repetition,incongruent,3,3
573,f,TRUE,180,0,mov,repetition,incongruent,3,3
900,f,TRUE,0,180,or,switch,incongruent,3,3
1520,j,TRUE,0,180,mov,switch,incongruent,3,3
558,j,TRUE,0,180,mov,repetition,incongruent,3,3
684,j,TRUE,0,0,or,switch,congruent,3,3
793,f,TRUE,180,180,or,repetition,congruent,3,3
930,f,TRUE,0,180,or,null,incongruent,3,4
762,j,TRUE,0,0,or,repetition,congruent,3,4
509,j,TRUE,0,180,mov,switch,incongruent,3,4
464,j,TRUE,0,180,mov,repetition,incongruent,3,4
560,j,TRUE,0,180,mov,repetition,incongruent,3,4
631,f,TRUE,0,180,or,switch,incongruent,3,4
760,f,TRUE,180,0,mov,switch,incongruent,3,4
644,j,TRUE,180,0,or,switch,incongruent,3,4
470,j,TRUE,0,180,mov,switch,incongruent,3,4
456,j,TRUE,0,180,mov,repetition,incongruent,3,4
477,j,TRUE,0,0,mov,repetition,congruent,3,4
495,f,TRUE,180,180,mov,repetition,congruent,3,4
957,f,TRUE,180,180,or,switch,congruent,3,4
426,f,TRUE,180,0,mov,switch,incongruent,3,4
515,j,TRUE,0,180,mov,repetition,incongruent,3,4
812,f,TRUE,180,180,or,switch,congruent,3,4
704,f,TRUE,180,180,mov,switch,congruent,3,4
560,j,TRUE,0,0,mov,repetition,congruent,3,4
563,j,TRUE,0,0,mov,repetition,congruent,3,4
936,f,TRUE,180,180,or,switch,congruent,3,4
901,j,TRUE,0,0,or,repetition,congruent,3,4
953,f,TRUE,0,180,or,repetition,incongruent,3,4
991,j,TRUE,0,0,or,repetition,congruent,3,4
1566,f,TRUE,180,180,or,repetition,congruent,3,4
470,j,TRUE,0,0,mov,switch,congruent,3,4
893,j,TRUE,180,0,or,switch,incongruent,3,4
1802,f,TRUE,180,180,or,repetition,congruent,3,4
1519,j,FALSE,180,0,mov,switch,incongruent,3,4
614,f,TRUE,180,180,mov,repetition,congruent,3,4
698,f,TRUE,180,180,or,switch,congruent,3,4
773,f,TRUE,180,0,mov,switch,incongruent,3,4
764,j,TRUE,0,0,mov,repetition,congruent,3,4
1053,f,TRUE,0,180,or,switch,incongruent,3,4
534,f,TRUE,180,180,mov,switch,congruent,3,4
1377,f,TRUE,180,180,or,switch,congruent,3,4
1147,j,TRUE,0,180,mov,switch,incongruent,3,4
526,j,TRUE,0,0,mov,repetition,congruent,3,4
503,f,TRUE,180,0,mov,repetition,incongruent,3,4
607,f,TRUE,180,180,mov,repetition,congruent,3,4
496,j,TRUE,0,0,mov,repetition,congruent,3,4
1068,f,TRUE,0,180,or,switch,incongruent,3,4
697,j,TRUE,0,180,mov,switch,incongruent,3,4
596,f,TRUE,180,0,mov,repetition,incongruent,3,4
1142,j,TRUE,0,0,or,switch,congruent,3,4
912,f,TRUE,0,180,or,repetition,incongruent,3,4
659,f,TRUE,0,180,or,repetition,incongruent,3,4
1271,f,TRUE,180,180,mov,switch,congruent,3,4
687,f,TRUE,180,0,mov,repetition,incongruent,3,4
473,f,TRUE,180,180,mov,repetition,congruent,3,4
891,f,TRUE,180,180,or,switch,congruent,3,4
1763,f,TRUE,180,0,mov,switch,incongruent,3,4
786,j,TRUE,180,0,or,switch,incongruent,3,4
896,f,TRUE,180,180,or,repetition,congruent,3,4
819,j,TRUE,0,0,or,repetition,congruent,3,4
1434,f,TRUE,180,0,mov,switch,incongruent,3,4
868,j,TRUE,180,0,or,switch,incongruent,3,4
989,j,TRUE,180,0,or,repetition,incongruent,3,4
617,j,TRUE,0,180,mov,switch,incongruent,3,4
1283,j,TRUE,180,0,or,switch,incongruent,3,4
1575,j,TRUE,0,0,or,repetition,congruent,3,4
1120,j,TRUE,0,0,or,repetition,congruent,3,4
722,f,TRUE,180,0,mov,switch,incongruent,3,4
865,j,TRUE,0,0,mov,repetition,congruent,3,4
1103,j,TRUE,180,0,or,switch,incongruent,3,4
885,j,TRUE,180,0,or,repetition,incongruent,3,4
1037,f,TRUE,180,180,or,repetition,congruent,3,4
855,f,TRUE,180,180,or,repetition,congruent,3,4
592,j,TRUE,0,0,mov,switch,congruent,3,4
483,f,TRUE,180,180,mov,repetition,congruent,3,4
616,j,TRUE,0,0,or,switch,congruent,3,4
1139,f,TRUE,180,180,or,repetition,congruent,3,4
1074,j,FALSE,180,0,mov,switch,incongruent,3,4
1660,f,FALSE,0,180,mov,repetition,incongruent,3,4
882,j,TRUE,0,180,mov,repetition,incongruent,3,4
1161,f,TRUE,0,180,or,switch,incongruent,3,4
447,j,TRUE,0,0,mov,switch,congruent,3,4
498,f,TRUE,180,0,mov,repetition,incongruent,3,4
664,j,TRUE,0,0,mov,repetition,congruent,3,4
388,f,TRUE,180,180,mov,repetition,congruent,3,4
966,j,TRUE,180,0,or,switch,incongruent,3,4
752,j,TRUE,0,0,or,repetition,congruent,3,4
630,j,TRUE,180,0,or,repetition,incongruent,3,4
758,f,TRUE,180,180,mov,switch,congruent,3,4
631,f,TRUE,0,180,or,switch,incongruent,3,4
959,j,TRUE,0,0,or,repetition,congruent,3,4
705,j,TRUE,0,0,or,repetition,congruent,3,4
544,f,TRUE,180,180,mov,switch,congruent,3,4
768,f,TRUE,0,180,or,switch,incongruent,3,4
1231,j,TRUE,0,180,mov,switch,incongruent,3,4
721,j,TRUE,0,0,or,switch,congruent,3,4
1096,f,TRUE,0,180,or,repetition,incongruent,3,4
699,f,TRUE,180,180,mov,switch,congruent,3,4
1267,j,TRUE,180,0,or,switch,incongruent,3,4
1287,f,TRUE,0,180,or,repetition,incongruent,3,4
1078,j,TRUE,180,0,or,repetition,incongruent,3,4
1024,j,TRUE,0,0,mov,switch,congruent,3,4
503,f,TRUE,180,180,mov,null,congruent,3,5
424,j,TRUE,0,0,mov,repetition,congruent,3,5
408,j,TRUE,0,0,mov,repetition,congruent,3,5
729,f,TRUE,0,180,or,switch,incongruent,3,5
477,j,TRUE,0,180,mov,switch,incongruent,3,5
1601,j,TRUE,0,0,or,switch,congruent,3,5
700,f,TRUE,0,180,or,repetition,incongruent,3,5
1612,j,FALSE,180,180,or,repetition,congruent,3,5
927,j,TRUE,180,0,or,repetition,incongruent,3,5
681,f,TRUE,180,180,or,repetition,congruent,3,5
390,j,TRUE,0,180,mov,switch,incongruent,3,5
670,f,TRUE,0,180,or,switch,incongruent,3,5
727,j,TRUE,0,0,mov,switch,congruent,3,5
546,j,TRUE,0,180,mov,repetition,incongruent,3,5
1131,j,TRUE,180,0,or,switch,incongruent,3,5
1475,f,TRUE,180,180,or,repetition,congruent,3,5
981,f,TRUE,180,180,or,repetition,congruent,3,5
962,f,TRUE,0,180,or,repetition,incongruent,3,5
830,j,TRUE,0,0,or,repetition,congruent,3,5
640,f,TRUE,180,0,mov,switch,incongruent,3,5
497,f,TRUE,180,180,mov,repetition,congruent,3,5
560,f,TRUE,180,180,mov,repetition,congruent,3,5
696,j,TRUE,180,0,or,switch,incongruent,3,5
437,j,TRUE,0,0,mov,switch,congruent,3,5
557,j,TRUE,0,180,mov,repetition,incongruent,3,5
1051,j,TRUE,0,0,or,switch,congruent,3,5
978,j,TRUE,0,180,mov,switch,incongruent,3,5
583,f,TRUE,180,0,mov,repetition,incongruent,3,5
565,f,TRUE,180,180,mov,repetition,congruent,3,5
688,j,TRUE,0,180,mov,repetition,incongruent,3,5
570,j,TRUE,180,0,or,switch,incongruent,3,5
669,f,TRUE,0,180,or,repetition,incongruent,3,5
617,f,TRUE,180,180,or,repetition,congruent,3,5
454,j,TRUE,0,0,mov,switch,congruent,3,5
974,f,TRUE,180,180,or,switch,congruent,3,5
479,f,TRUE,180,180,mov,switch,congruent,3,5
598,f,TRUE,180,180,mov,repetition,congruent,3,5
900,j,TRUE,180,0,or,switch,incongruent,3,5
529,f,TRUE,180,0,mov,switch,incongruent,3,5
730,j,TRUE,180,0,or,switch,incongruent,3,5
795,f,TRUE,180,180,mov,switch,congruent,3,5
478,f,TRUE,180,180,mov,repetition,congruent,3,5
721,j,TRUE,0,0,or,switch,congruent,3,5
819,j,TRUE,180,0,or,repetition,incongruent,3,5
678,f,TRUE,180,180,mov,switch,congruent,3,5
560,f,TRUE,180,0,mov,repetition,incongruent,3,5
759,f,TRUE,0,180,or,switch,incongruent,3,5
806,f,TRUE,0,180,or,repetition,incongruent,3,5
714,f,TRUE,180,0,mov,switch,incongruent,3,5
578,f,TRUE,0,180,or,switch,incongruent,3,5
713,f,TRUE,0,180,or,repetition,incongruent,3,5
898,j,TRUE,0,0,or,repetition,congruent,3,5
783,f,TRUE,180,0,mov,switch,incongruent,3,5
593,j,TRUE,0,0,or,switch,congruent,3,5
623,j,TRUE,0,0,mov,switch,congruent,3,5
563,j,TRUE,0,0,or,switch,congruent,3,5
602,f,TRUE,0,180,or,repetition,incongruent,3,5
593,j,TRUE,0,0,or,repetition,congruent,3,5
1003,f,TRUE,180,180,or,repetition,congruent,3,5
1009,j,TRUE,180,0,or,repetition,incongruent,3,5
522,f,TRUE,180,180,mov,switch,congruent,3,5
513,j,TRUE,0,0,mov,repetition,congruent,3,5
593,f,TRUE,180,0,mov,repetition,incongruent,3,5
548,j,TRUE,0,180,mov,repetition,incongruent,3,5
1044,j,TRUE,0,180,mov,repetition,incongruent,3,5
537,j,TRUE,0,0,mov,repetition,congruent,3,5
464,f,TRUE,180,180,mov,repetition,congruent,3,5
465,f,TRUE,180,0,mov,repetition,incongruent,3,5
465,f,TRUE,180,0,mov,repetition,incongruent,3,5
813,f,TRUE,0,180,or,switch,incongruent,3,5
459,j,TRUE,0,0,mov,switch,congruent,3,5
646,j,TRUE,0,0,or,switch,congruent,3,5
437,j,TRUE,0,0,mov,switch,congruent,3,5
-1,,FALSE,180,180,or,switch,congruent,3,5
688,f,TRUE,180,0,mov,switch,incongruent,3,5
716,j,TRUE,180,0,or,switch,incongruent,3,5
1390,f,TRUE,0,180,or,repetition,incongruent,3,5
957,j,TRUE,180,0,or,repetition,incongruent,3,5
1183,f,TRUE,180,180,or,repetition,congruent,3,5
872,f,TRUE,180,180,or,repetition,congruent,3,5
475,j,TRUE,0,0,mov,switch,congruent,3,5
670,j,TRUE,0,180,mov,repetition,incongruent,3,5
635,f,TRUE,180,0,mov,repetition,incongruent,3,5
735,j,TRUE,0,0,or,switch,congruent,3,5
-1,,FALSE,0,180,mov,switch,incongruent,3,5
1033,f,TRUE,180,180,or,switch,congruent,3,5
682,j,TRUE,0,0,or,repetition,congruent,3,5
478,j,TRUE,0,180,mov,switch,incongruent,3,5
512,j,TRUE,0,180,mov,repetition,incongruent,3,5
727,j,TRUE,180,0,or,switch,incongruent,3,5
1215,f,TRUE,180,180,or,repetition,congruent,3,5
591,j,TRUE,0,0,mov,switch,congruent,3,5
608,f,TRUE,180,0,mov,repetition,incongruent,3,5
666,j,TRUE,180,0,or,switch,incongruent,3,5
745,f,TRUE,180,180,mov,switch,congruent,3,5
920,j,TRUE,0,0,or,switch,congruent,3,5
597,j,TRUE,0,180,mov,null,incongruent,3,6
1269,f,TRUE,0,180,or,switch,incongruent,3,6
794,j,TRUE,180,0,or,repetition,incongruent,3,6
488,f,TRUE,180,0,mov,switch,incongruent,3,6
483,f,TRUE,180,0,mov,repetition,incongruent,3,6
711,f,TRUE,0,180,or,switch,incongruent,3,6
479,f,TRUE,180,180,mov,switch,congruent,3,6
570,j,TRUE,0,0,mov,repetition,congruent,3,6
902,j,TRUE,0,0,or,switch,congruent,3,6
729,f,TRUE,180,180,or,repetition,congruent,3,6
448,j,TRUE,0,180,mov,switch,incongruent,3,6
1938,j,TRUE,0,0,or,switch,congruent,3,6
987,j,TRUE,0,0,or,repetition,congruent,3,6
447,j,TRUE,0,0,mov,switch,congruent,3,6
464,j,TRUE,0,180,mov,repetition,incongruent,3,6
1431,f,TRUE,0,180,or,switch,incongruent,3,6
471,j,TRUE,0,0,mov,switch,congruent,3,6
510,f,TRUE,180,0,mov,repetition,incongruent,3,6
841,f,TRUE,0,180,or,switch,incongruent,3,6
539,j,TRUE,0,180,mov,switch,incongruent,3,6
699,f,FALSE,180,0,or,switch,incongruent,3,6
950,f,TRUE,180,180,or,repetition,congruent,3,6
504,f,TRUE,180,0,mov,switch,incongruent,3,6
997,f,TRUE,0,180,or,switch,incongruent,3,6
788,f,TRUE,0,180,or,repetition,incongruent,3,6
864,f,TRUE,0,180,or,repetition,incongruent,3,6
786,f,TRUE,0,180,or,repetition,incongruent,3,6
996,j,TRUE,0,0,or,repetition,congruent,3,6
1119,f,TRUE,180,180,or,repetition,congruent,3,6
562,f,TRUE,180,0,mov,switch,incongruent,3,6
473,f,TRUE,180,0,mov,repetition,incongruent,3,6
472,f,TRUE,180,180,mov,repetition,congruent,3,6
423,f,TRUE,180,180,mov,repetition,congruent,3,6
508,f,TRUE,180,0,mov,repetition,incongruent,3,6
510,j,TRUE,0,0,mov,repetition,congruent,3,6
591,j,TRUE,180,0,or,switch,incongruent,3,6
447,j,TRUE,0,180,mov,switch,incongruent,3,6
540,j,TRUE,0,0,mov,repetition,congruent,3,6
657,f,TRUE,180,0,mov,repetition,incongruent,3,6
633,j,TRUE,0,0,or,switch,congruent,3,6
1176,j,TRUE,0,180,mov,switch,incongruent,3,6
494,j,TRUE,0,180,mov,repetition,incongruent,3,6
1257,f,TRUE,180,180,or,switch,congruent,3,6
540,f,TRUE,180,180,mov,switch,congruent,3,6
753,f,TRUE,180,180,or,switch,congruent,3,6
815,j,TRUE,180,0,or,repetition,incongruent,3,6
990,f,TRUE,180,180,mov,switch,congruent,3,6
679,f,TRUE,0,180,or,switch,incongruent,3,6
737,j,TRUE,0,0,or,repetition,congruent,3,6
428,j,TRUE,0,180,mov,switch,incongruent,3,6
900,j,TRUE,0,0,or,switch,congruent,3,6
560,j,TRUE,0,180,mov,switch,incongruent,3,6
435,f,TRUE,180,180,mov,repetition,congruent,3,6
490,j,TRUE,0,0,mov,repetition,congruent,3,6
1061,j,TRUE,180,0,or,switch,incongruent,3,6
846,f,TRUE,180,180,mov,switch,congruent,3,6
543,j,TRUE,0,0,mov,repetition,congruent,3,6
712,j,TRUE,0,0,or,switch,congruent,3,6
1293,f,TRUE,180,180,or,repetition,congruent,3,6
509,f,TRUE,180,180,mov,switch,congruent,3,6
802,j,TRUE,0,0,or,switch,congruent,3,6
489,j,TRUE,0,0,mov,switch,congruent,3,6
592,j,TRUE,0,0,mov,repetition,congruent,3,6
624,j,TRUE,0,0,mov,repetition,congruent,3,6
570,j,TRUE,0,180,mov,repetition,incongruent,3,6
906,j,TRUE,180,0,or,switch,incongruent,3,6
976,j,TRUE,180,0,or,repetition,incongruent,3,6
1269,f,TRUE,180,180,or,repetition,congruent,3,6
995,j,TRUE,0,0,or,repetition,congruent,3,6
1309,j,TRUE,0,0,or,repetition,congruent,3,6
1689,f,TRUE,180,180,or,repetition,congruent,3,6
551,f,TRUE,180,0,mov,switch,incongruent,3,6
500,f,TRUE,180,0,mov,repetition,incongruent,3,6
515,j,TRUE,0,0,mov,repetition,congruent,3,6
477,j,TRUE,0,180,mov,repetition,incongruent,3,6
775,f,TRUE,180,180,or,switch,congruent,3,6
934,j,TRUE,180,0,or,repetition,incongruent,3,6
589,f,TRUE,180,0,mov,switch,incongruent,3,6
535,j,TRUE,0,0,mov,repetition,congruent,3,6
545,f,TRUE,180,180,or,switch,congruent,3,6
593,j,TRUE,0,180,mov,switch,incongruent,3,6
905,f,TRUE,180,180,or,switch,congruent,3,6
963,j,TRUE,0,0,or,repetition,congruent,3,6
873,j,TRUE,180,0,or,repetition,incongruent,3,6
1112,j,TRUE,180,0,or,repetition,incongruent,3,6
824,j,TRUE,180,0,or,repetition,incongruent,3,6
408,f,TRUE,180,180,mov,switch,congruent,3,6
559,f,TRUE,180,180,mov,repetition,congruent,3,6
1796,f,TRUE,0,180,or,switch,incongruent,3,6
789,j,TRUE,180,0,or,repetition,incongruent,3,6
596,f,TRUE,180,180,mov,switch,congruent,3,6
488,f,TRUE,180,180,mov,repetition,congruent,3,6
758,f,TRUE,0,180,or,switch,incongruent,3,6
604,f,TRUE,180,0,mov,switch,incongruent,3,6
553,f,TRUE,180,180,or,switch,congruent,3,6
787,f,TRUE,0,180,or,repetition,incongruent,3,6
647,f,TRUE,0,180,or,null,incongruent,3,7
715,j,TRUE,180,0,or,repetition,incongruent,3,7
600,f,TRUE,0,180,or,repetition,incongruent,3,7
441,f,TRUE,180,180,mov,switch,congruent,3,7
451,j,TRUE,0,0,mov,repetition,congruent,3,7
599,j,TRUE,0,0,mov,repetition,congruent,3,7
664,f,TRUE,0,180,or,switch,incongruent,3,7
754,j,TRUE,0,0,mov,switch,congruent,3,7
766,f,TRUE,180,180,or,switch,congruent,3,7
942,f,TRUE,0,180,or,repetition,incongruent,3,7
996,j,TRUE,0,0,or,repetition,congruent,3,7
498,j,TRUE,0,180,mov,switch,incongruent,3,7
693,f,TRUE,180,180,or,switch,congruent,3,7
450,f,TRUE,180,0,mov,switch,incongruent,3,7
521,f,TRUE,180,0,mov,repetition,incongruent,3,7
672,f,TRUE,0,180,or,switch,incongruent,3,7
484,j,TRUE,0,0,mov,switch,congruent,3,7
668,j,TRUE,0,0,or,switch,congruent,3,7
580,j,TRUE,0,180,mov,switch,incongruent,3,7
514,f,TRUE,180,180,mov,repetition,congruent,3,7
636,f,TRUE,180,0,mov,repetition,incongruent,3,7
988,f,TRUE,180,180,or,switch,congruent,3,7
706,j,TRUE,0,0,or,repetition,congruent,3,7
564,f,TRUE,180,0,mov,switch,incongruent,3,7
542,j,TRUE,0,0,mov,repetition,congruent,3,7
1167,j,TRUE,180,0,or,switch,incongruent,3,7
